repetitions,orthographic_form,meanDuration,medianDuration,stDevDuration
21,палестинский,0.6419047619047619,0.6399999999999997,0.07007608433960824
5,прозрачность,0.744,0.73,0.06118823416311353
47,значительной,0.605531914893617,0.5800000000000001,0.12189651192604911
18,зависят,0.5222222222222221,0.52,0.07870871443744383
44,улучшения,0.6238636363636363,0.5800000000000001,0.13070118433578506
5,доработан,0.6379999999999999,0.6399999999999997,0.03487119154832529
5,полученных,0.6140000000000001,0.6200000000000001,0.05425863986500251
55,приняты,0.45527272727272733,0.4300000000000006,0.07308412451550848
6,ль,0.11166666666666665,0.11000000000000004,0.040994579587496124
6,алена,0.4066666666666668,0.40000000000000013,0.06342099196813485
12,ивановна,0.5508333333333334,0.5549999999999998,0.0840097547246085
3,истекшего,0.6266666666666666,0.6699999999999999,0.06847546194724709
35,сильно,0.38742857142857146,0.3600000000000001,0.06473430784556902
1,сосредоточил,0.7700000000000005,0.7700000000000005,0.0
4,вырастет,0.4725,0.46499999999999997,0.029474565306379014
2,презирая,0.47499999999999987,0.47499999999999987,0.04499999999999993
2,парадоксальное,0.9850000000000001,0.9850000000000001,0.19500000000000006
56,правила,0.4551785714285715,0.4499999999999996,0.07228394090145403
14,регламент,0.5907142857142856,0.5999999999999999,0.04963643329454762
1,прописан,0.54,0.54,0.0
2,огласил,0.645,0.645,0.06499999999999995
3,эркель,0.49666666666666676,0.44999999999999996,0.07318166133366706
8,молчал,0.53125,0.5450000000000002,0.0537209223673607
12,ждал,0.38166666666666665,0.355,0.10204846343227758
29,знаете,0.523793103448276,0.5399999999999999,0.09411708749921095
29,региональное,0.6534482758620691,0.6600000000000001,0.07539669168947005
24,логика,0.5408333333333334,0.5350000000000001,0.1028314424461485
2,непонятна,0.6499999999999999,0.6499999999999999,0.0
6,йемен,0.5633333333333334,0.54,0.06046119049072362
8,обойтись,0.50875,0.5100000000000002,0.05732309743899055
3,пункте,0.35666666666666663,0.3599999999999999,0.012472191289246561
6,фразы,0.45333333333333337,0.46499999999999964,0.07738791177495952
2,восемнадцатый,0.9199999999999999,0.9199999999999999,0.25
13,общими,0.42769230769230765,0.43999999999999995,0.0440548340408503
33,усилиями,0.6303030303030304,0.6199999999999997,0.0894591441702063
11,плохой,0.45999999999999996,0.45999999999999996,0.057839904438497694
10,прессы,0.4950000000000001,0.49,0.07800640999302558
12,французской,0.5666666666666668,0.5650000000000001,0.047316898555261236
35,нераспространение,1.0682857142857143,1.07,0.1173635551678316
9,компонентов,0.7133333333333334,0.6999999999999997,0.0894427190999917
9,встала,0.4866666666666666,0.48,0.11999999999999998
4,портретом,0.4875,0.4800000000000001,0.029474565306378885
2,посмотрелась,0.7800000000000002,0.7800000000000002,0.11000000000000032
16,призывам,0.56125,0.5549999999999999,0.06203577596838782
4,жесткого,0.5250000000000001,0.5050000000000001,0.05766281297335394
4,подавления,0.54,0.54,0.0212132034355966
21,практики,0.570952380952381,0.5899999999999999,0.0753976608140851
50,торговле,0.5446000000000001,0.54,0.06920144507161682
7,выстраивания,0.6857142857142856,0.6599999999999993,0.05972727131533395
5,шагам,0.45999999999999996,0.4399999999999995,0.046904157598234394
5,опрометчивый,0.7640000000000001,0.77,0.10873821775254552
1,давнего,0.48,0.48,0.0
1,застопорились,0.9699999999999998,0.9699999999999998,0.0
6,начнет,0.40499999999999997,0.40000000000000013,0.012583057392117883
29,предметную,0.5972413793103448,0.5800000000000001,0.061526363943975
20,являет,0.41000000000000003,0.41500000000000004,0.06442049363362559
6,женщинах,0.6833333333333332,0.65,0.06992058987800992
5,представительная,0.7979999999999999,0.7999999999999998,0.11771151175649724
5,доверяли,0.48800000000000016,0.5,0.05844655678480989
5,избирают,0.6480000000000002,0.6600000000000001,0.05035871324805662
2,оперирует,0.55,0.55,0.050000000000000044
2,осуществляемый,0.8600000000000003,0.8600000000000003,0.040000000000000036
68,примирения,0.6960294117647059,0.69,0.08535634140063081
6,сидят,0.32666666666666666,0.315,0.02426703296426843
6,трусливо,0.5633333333333334,0.54,0.08576453553512396
11,ночам,0.46636363636363637,0.4599999999999995,0.055148185047647666
6,обирают,0.5449999999999999,0.4949999999999999,0.11470977871713169
6,сады,0.37666666666666654,0.3799999999999999,0.03815174380753199
6,режиссера,0.6983333333333334,0.675,0.1277258348529728
6,церковники,0.6733333333333335,0.67,0.07453559924999306
15,пытаются,0.5653333333333334,0.5299999999999999,0.13345993989042385
13,воспрепятствовать,0.9592307692307691,0.9099999999999993,0.17031471043839982
6,планируемому,0.8216666666666669,0.8850000000000005,0.1656720321062741
7,выходу,0.45142857142857135,0.4299999999999997,0.05248906591678239
6,фильма,0.3650000000000002,0.3700000000000001,0.055602757725374506
6,прокат,0.35333333333333333,0.3500000000000001,0.03901566636906539
6,споем,0.38833333333333336,0.405,0.05335936864527372
6,находишься,0.5900000000000001,0.5900000000000001,0.04242640687119289
14,охраной,0.44428571428571434,0.43000000000000005,0.07108488745499847
25,защитой,0.5491999999999999,0.5499999999999998,0.07740387587194839
2,империалистическая,1.185,1.185,0.17500000000000004
3,использует,0.576666666666667,0.5600000000000005,0.023570226039551605
12,наркотиками,0.7333333333333334,0.7349999999999994,0.0918634251968045
12,обернулся,0.6433333333333333,0.6400000000000001,0.0930352382463524
3,общность,0.5166666666666667,0.54,0.1033870827951389
8,взаимных,0.47,0.44500000000000006,0.06000000000000001
19,таков,0.40842105263157896,0.3999999999999999,0.07955555211659442
18,коснусь,0.45500000000000007,0.45999999999999996,0.05629781918018183
32,встречи,0.48250000000000004,0.4650000000000001,0.07500000000000002
6,гостеприимство,0.9633333333333335,1.0100000000000002,0.11556623882239825
3,вынесли,0.48666666666666675,0.44000000000000006,0.10338708279513888
4,завершу,0.45249999999999996,0.42500000000000004,0.09601432184835758
12,израильских,0.6241666666666666,0.6250000000000002,0.04462031176742515
7,жилых,0.38285714285714284,0.3600000000000003,0.05091008480344415
27,недопустимы,0.7951851851851854,0.7800000000000002,0.08193811442385088
15,прекращены,0.732,0.7199999999999998,0.07249827584156743
6,насущными,0.67,0.655,0.06904105059069322
20,делами,0.4754999999999999,0.45999999999999996,0.08935742834258381
9,перестал,0.5277777777777779,0.52,0.06267691011631304
43,повышение,0.556279069767442,0.5499999999999998,0.08268807331714846
6,характеры,0.5933333333333334,0.5900000000000001,0.05055250296034372
14,захотелось,0.6264285714285714,0.615,0.07815800323311585
6,сложить,0.40666666666666673,0.385,0.09428090415820646
12,стар,0.5166666666666667,0.52,0.0898455464796237
6,осторожен,0.6833333333333332,0.655,0.06649979114420008
3,помехой,0.5299999999999999,0.5099999999999998,0.03559026084010444
1,принудительных,0.9200000000000002,0.9200000000000002,0.0
1,насильственных,0.81,0.81,0.0
1,исчезновений,0.6699999999999995,0.6699999999999995,0.0
6,китайское,0.535,0.53,0.03095695936834446
6,фестивале,0.6266666666666666,0.6099999999999999,0.05821416398857664
11,заметным,0.6127272727272726,0.6200000000000001,0.04329411236287521
5,субботам,0.516,0.5000000000000001,0.0659090282131363
5,почта,0.344,0.33999999999999986,0.040298883359219766
5,посылки,0.6199999999999999,0.5999999999999996,0.0554977477020463
6,наклонив,0.5300000000000001,0.535,0.06350852961085884
5,неплохая,0.6459999999999999,0.6399999999999999,0.06711184694225007
8,реализацией,0.7275,0.6799999999999999,0.1491433873827467
6,придётся,0.42166666666666663,0.41500000000000004,0.03975620147292183
5,потрудиться,0.7020000000000001,0.6699999999999999,0.05268775948927804
3,положило,0.5166666666666667,0.52,0.028674417556808916
2,всяким,0.3899999999999999,0.3899999999999999,0.010000000000000009
3,ошибочным,0.6333333333333334,0.6100000000000001,0.0329983164553723
2,интерпретациям,1.055,1.055,0.0050000000000001155
46,финансовых,0.6041304347826087,0.615,0.07957976821093804
2,безотлагательному,0.99,0.99,0.09000000000000008
2,слыхала,0.5399999999999999,0.5399999999999999,0.10999999999999999
12,философия,0.645,0.645,0.045734742446707485
30,приводят,0.49899999999999983,0.485,0.07039649612492559
14,местного,0.4049999999999999,0.3999999999999999,0.048513621062248276
61,возникает,0.5742622950819672,0.56,0.07858292094078112
7,соблазн,0.5171428571428571,0.5,0.04651091598885638
29,пиратством,0.6351724137931034,0.6499999999999995,0.08109682121646308
4,прошедшего,0.6450000000000001,0.67,0.08015609770940701
15,происходили,0.6046666666666667,0.6099999999999999,0.04745055906473134
24,спасти,0.46625,0.43999999999999995,0.09209652997444218
19,защитить,0.5478947368421052,0.5200000000000005,0.08841165363579033
10,ливийских,0.491,0.48,0.059908263203000585
46,привело,0.4141304347826087,0.41500000000000004,0.04688450596744054
15,перемещению,0.7500000000000002,0.75,0.06603029607687673
14,принята,0.4728571428571428,0.42500000000000016,0.09414491651768797
6,недавней,0.5616666666666666,0.5499999999999999,0.1062099597756987
5,эскалацией,0.7380000000000001,0.73,0.11478675881825395
5,газой,0.4479999999999998,0.4299999999999997,0.068527366796047
35,израилем,0.598857142857143,0.6099999999999999,0.08056129622206684
14,израильские,0.7035714285714284,0.6649999999999999,0.11853915223353383
14,социальном,0.6278571428571428,0.63,0.05266858258807355
5,уверенности,0.6719999999999998,0.5999999999999996,0.17010584939971934
2,упадок,0.45500000000000007,0.45500000000000007,0.025000000000000355
39,оказания,0.5133333333333333,0.4900000000000002,0.06995725190441007
8,афганской,0.5525,0.565,0.06398241946034851
26,полиции,0.5988461538461537,0.6099999999999999,0.08666145106442494
16,выступили,0.559375,0.5549999999999999,0.09377291386642521
6,колониального,0.7116666666666668,0.67,0.11667857082124755
12,поняла,0.4716666666666667,0.47499999999999976,0.07914473380389182
31,последняя,0.5148387096774194,0.5099999999999998,0.05956135181972563
2,обманута,0.6700000000000002,0.6700000000000002,0.010000000000000009
6,балуй,0.45,0.43000000000000005,0.08755950357709125
6,воплощение,0.6583333333333334,0.6550000000000002,0.11422443793786961
5,гордости,0.6299999999999999,0.6199999999999997,0.06260990336999381
1,стремов,0.7,0.7,0.0
4,проходящих,0.75,0.755,0.03937003937005902
7,забывают,0.5742857142857142,0.52,0.099693407556388
4,повторюсь,0.5675,0.5650000000000001,0.035619517121937505
2,манипулируют,0.7949999999999998,0.7949999999999998,0.015000000000000013
2,циничных,0.7149999999999996,0.7149999999999996,0.08499999999999974
2,побуждений,0.875,0.875,0.11499999999999932
6,цензура,0.5233333333333333,0.52,0.05467073155618913
6,запрещается,0.9216666666666669,0.9200000000000002,0.10899796124494969
15,испуганно,0.5926666666666668,0.56,0.09963042819451404
55,нему,0.28909090909090907,0.2799999999999998,0.08354144811839817
11,понимая,0.5763636363636365,0.54,0.12330838851305269
22,навсегда,0.5318181818181817,0.5599999999999999,0.09489881518737188
10,страданиям,0.7619999999999999,0.75,0.10787029248129446
42,получили,0.5152380952380953,0.5100000000000002,0.06122705965883976
7,оказанную,0.5285714285714284,0.5199999999999996,0.06197431989566832
44,анна,0.3431818181818182,0.3449999999999998,0.08836321548721314
1,встряхнула,0.5800000000000001,0.5800000000000001,0.0
2,желая,0.4149999999999999,0.4149999999999999,0.014999999999999791
1,отогнать,0.6600000000000001,0.6600000000000001,0.0
1,неприятную,0.5099999999999998,0.5099999999999998,0.0
24,провела,0.43500000000000005,0.42000000000000004,0.05722761571129795
10,конференций,0.737,0.7300000000000002,0.053860932037980896
4,утвердила,0.6000000000000001,0.5850000000000003,0.09823441352194259
16,станут,0.3893749999999999,0.3749999999999999,0.05561797708475206
15,финансовое,0.6466666666666666,0.6200000000000001,0.0927840982544363
11,измениться,0.6036363636363635,0.6299999999999999,0.06944883365376094
7,короткие,0.5599999999999999,0.54,0.11747340124470722
2,руинах,0.44499999999999984,0.44499999999999984,0.10499999999999998
17,конфронтации,0.8964705882352941,0.8700000000000001,0.16477939535921377
30,серьезного,0.5973333333333334,0.5900000000000001,0.0878230544270061
3,довести,0.4733333333333334,0.41000000000000014,0.11897712198383172
1,потребовал,0.45999999999999996,0.45999999999999996,0.0
59,дискуссий,0.6377966101694914,0.6300000000000001,0.09315683507243278
25,крупной,0.4156,0.41000000000000014,0.07327100381460598
7,тиморе,0.48142857142857143,0.51,0.05767608353767523
12,лешти,0.49333333333333346,0.5099999999999998,0.08605553762283719
9,поняли,0.4633333333333332,0.44000000000000006,0.09603240193925291
2,выстроить,0.45499999999999985,0.45499999999999985,0.025000000000000133
14,приоритеты,0.692857142857143,0.72,0.10319389319061839
30,средством,0.5303333333333332,0.5099999999999998,0.10647326216264599
5,окном,0.338,0.33999999999999997,0.04261455150532509
5,шумела,0.46799999999999997,0.41999999999999993,0.08975522268926746
5,пышная,0.5660000000000001,0.5899999999999999,0.045869379764718804
5,омытая,0.47400000000000003,0.4700000000000002,0.07812809993849858
5,дождем,0.43999999999999995,0.43999999999999995,0.024494897427831876
12,мьянма,0.5775,0.5499999999999999,0.15000694428370084
93,ядерному,0.5418279569892474,0.53,0.07863002021252313
22,нераспространению,1.0781818181818181,1.0849999999999997,0.07673071944003343
4,принесло,0.5325000000000001,0.47,0.13235841491949055
2,итоговом,0.5949999999999998,0.5949999999999998,0.1949999999999994
19,заявлении,0.6768421052631579,0.6799999999999997,0.1225197140561874
2,затрагивались,0.9050000000000001,0.9050000000000001,0.1050000000000001
4,нравятся,0.49249999999999994,0.4850000000000003,0.06869315832017062
12,палестинцам,0.7474999999999999,0.7000000000000004,0.1421340329876463
8,оборот,0.38375000000000004,0.3750000000000001,0.05893587617063141
37,наркотиков,0.7027027027027029,0.71,0.07600315244701757
5,организованная,0.72,0.6599999999999999,0.14212670403551877
34,вносит,0.38529411764705884,0.3700000000000001,0.05331566893168666
139,важный,0.38100719424460433,0.3600000000000003,0.0766876779426972
3,зажмурила,0.6366666666666666,0.6300000000000001,0.057348835113617415
3,перевела,0.45333333333333314,0.4299999999999997,0.03299831645537235
46,дух,0.28108695652173915,0.29,0.07123837085476895
3,собираясь,0.66,0.6200000000000006,0.07118052168020864
3,выпалить,0.5066666666666664,0.4899999999999993,0.07845734863959845
8,бассейне,0.5474999999999999,0.5449999999999999,0.03418698582794334
7,пахнет,0.4142857142857143,0.41000000000000014,0.04655477353371521
5,хлором,0.5899999999999999,0.5999999999999999,0.07402702209328696
5,предпримем,0.776,0.6700000000000002,0.14305243793798134
6,омска,0.46166666666666667,0.42999999999999994,0.0636177822799744
9,проявляли,0.6244444444444444,0.6400000000000001,0.07790465841314713
20,говорим,0.4085,0.3900000000000001,0.07831187649392651
5,стержневые,0.638,0.6400000000000001,0.035999999999999886
5,трактовались,0.7239999999999999,0.7399999999999998,0.04758150901348125
8,предметным,0.62625,0.6399999999999995,0.08045767520877027
5,поверила,0.55,0.5500000000000003,0.019999999999999997
9,уехать,0.5066666666666665,0.51,0.08069145624606783
15,скажу,0.4073333333333334,0.40000000000000013,0.08698403429493377
19,единственной,0.6036842105263156,0.6000000000000001,0.08634145959751519
3,бойкотировала,0.7599999999999998,0.72,0.06377042156569648
43,совещание,0.6746511627906976,0.6599999999999997,0.09846139220253725
15,второму,0.4486666666666667,0.43999999999999995,0.05976249288270653
1,шансу,0.4299999999999997,0.4299999999999997,0.0
12,интервью,0.5841666666666666,0.5800000000000001,0.05090159351358492
18,делегатам,0.6344444444444445,0.645,0.0815967198566096
31,совместно,0.6077419354838711,0.59,0.10322883060086281
4,кубинской,0.47999999999999987,0.4849999999999999,0.03240370349203931
17,большинстве,0.5770588235294118,0.5599999999999996,0.09354235944416106
7,дефицита,0.6042857142857144,0.56,0.13113320848414778
4,отводит,0.435,0.435,0.03201562118716423
33,приоритет,0.5854545454545454,0.5700000000000003,0.07679531666161049
55,многосторонности,1.017272727272727,1.0100000000000002,0.11432735368953884
4,залогу,0.45000000000000007,0.45500000000000007,0.012247448713915811
39,просит,0.3907692307692308,0.3799999999999999,0.055070333368856625
13,дорожная,0.5130769230769231,0.49,0.08685838300489394
13,карта,0.46615384615384614,0.48999999999999977,0.11235510063656771
4,непрерывные,0.6749999999999999,0.69,0.07952986860293439
5,намеченных,0.5640000000000001,0.5800000000000001,0.03666060555964714
38,оказывает,0.5489473684210525,0.5300000000000001,0.10567550813405428
9,добивается,0.5966666666666666,0.6200000000000001,0.066332495807108
6,нормальных,0.5366666666666666,0.53,0.061282587702834
20,соседями,0.6484999999999999,0.6449999999999998,0.1154242175628666
2,нефтяных,0.5099999999999999,0.5099999999999999,1.1102230246251565e-16
1,месторождениях,1.1099999999999999,1.1099999999999999,0.0
1,возобновлять,0.6400000000000001,0.6400000000000001,0.0
3,добычу,0.48666666666666675,0.48,0.016996731711976066
2,экспорт,0.5399999999999999,0.5399999999999999,0.13
6,пережили,0.48500000000000004,0.5,0.02872281323269017
9,войн,0.30222222222222217,0.29000000000000004,0.06051221690751166
14,дополнять,0.5835714285714287,0.5700000000000001,0.10348272063193814
32,данные,0.43625,0.43999999999999995,0.07140334375923862
3,главами,0.4033333333333333,0.4099999999999999,0.05734883511361765
2,отраслевых,0.535,0.535,0.0050000000000000044
8,подтверждают,0.6937500000000001,0.7000000000000002,0.08788308995478027
4,выдерживать,0.575,0.5699999999999998,0.03840572873934301
9,фактологический,0.9055555555555554,0.8799999999999999,0.1004557515759618
10,тон,0.2780000000000001,0.2799999999999998,0.038935844667863595
22,избегать,0.5127272727272728,0.5049999999999999,0.06439803908518123
71,использования,0.6849295774647887,0.6700000000000002,0.08303865109620824
10,эмоционально,0.8090000000000002,0.8450000000000002,0.10280564186852784
4,окрашенных,0.5624999999999998,0.5549999999999997,0.050187149749711724
11,формулировок,0.8190909090909092,0.8099999999999996,0.0627338599966769
1,внесенным,0.5899999999999999,0.5899999999999999,0.0
23,аркадьич,0.6069565217391305,0.6000000000000001,0.07815451710824804
5,открыл,0.39,0.40000000000000036,0.057619441163551666
2,ясные,0.32499999999999996,0.32499999999999996,0.025000000000000133
15,решительные,0.6073333333333333,0.5800000000000001,0.10089378353276061
2,тюрьмах,0.405,0.405,0.02499999999999991
2,поддерживающую,0.7250000000000001,0.7250000000000001,0.04499999999999993
2,терапию,0.4849999999999999,0.4849999999999999,0.015000000000000124
2,метадона,0.645,0.645,0.0349999999999997
8,добьется,0.49624999999999997,0.4950000000000001,0.032379584617471306
41,упомянуть,0.5643902439024391,0.54,0.10992344964959631
6,эквадором,0.6766666666666667,0.6800000000000002,0.07063206700139023
2,читаем,0.44499999999999995,0.44499999999999995,0.014999999999999902
2,переноса,0.4649999999999994,0.4649999999999994,0.015000000000000124
10,румыния,0.552,0.53,0.10562196741208717
1,исполняющим,0.6399999999999997,0.6399999999999997,0.0
19,главы,0.3657894736842105,0.33999999999999986,0.08815750196298992
3,ума,0.32333333333333336,0.33000000000000007,0.032998316455372205
2,грации,0.47000000000000003,0.47000000000000003,0.010000000000000064
9,красоты,0.5577777777777775,0.5099999999999998,0.11535238549551609
2,правдивость,0.8,0.8,0.030000000000000027
6,негодяй,0.48499999999999993,0.4949999999999999,0.03774917217635372
21,думать,0.3728571428571429,0.3600000000000001,0.0503457433905888
12,плохом,0.5,0.5150000000000001,0.06519202405202644
1,минимальных,0.5299999999999998,0.5299999999999998,0.0
5,средствах,0.632,0.6400000000000001,0.14161920773680395
4,мораеша,0.63,0.5800000000000001,0.09246621004453467
4,кабрала,0.6224999999999999,0.635,0.06722164829874369
68,декларации,0.7075,0.6900000000000002,0.09705024471890836
10,требовали,0.4870000000000001,0.4750000000000003,0.05273518749374078
17,орджоникидзе,0.8641176470588237,0.8200000000000001,0.15722067007981494
37,вашу,0.2894594594594595,0.29000000000000004,0.03533208831321293
2,прощальную,0.655,0.655,0.02499999999999969
6,уаттара,0.6200000000000002,0.5950000000000002,0.089628864398325
12,официальным,0.5983333333333335,0.6000000000000005,0.09736814445985696
8,визитом,0.43124999999999997,0.4399999999999997,0.0733889467154285
26,обычно,0.43538461538461537,0.42500000000000004,0.09270427627804814
21,огромный,0.4576190476190476,0.44999999999999996,0.08117616128518107
38,первую,0.35526315789473695,0.3450000000000001,0.056229643900576026
46,очередь,0.4289130434782608,0.41000000000000014,0.07846982972897144
6,гарантию,0.5516666666666666,0.54,0.07425556469981817
11,заключенные,0.6672727272727272,0.6499999999999995,0.06368829050231649
22,применяться,0.619090909090909,0.5850000000000001,0.10126064886353667
8,напомнила,0.5937500000000001,0.5800000000000001,0.05429951657243372
11,трудных,0.36181818181818187,0.3599999999999999,0.053226476975652526
10,задачах,0.531,0.5350000000000001,0.04700000000000004
5,исследовать,0.676,0.66,0.09520504188329523
5,повседневность,1.0259999999999998,1.02,0.08428523002282197
8,астане,0.495,0.4849999999999999,0.08789197915623465
6,назарбаев,0.7416666666666668,0.7550000000000003,0.06387922632245599
8,уникальные,0.5725,0.57,0.02537222891273054
6,экспонаты,0.6100000000000001,0.59,0.05259911279353169
6,чекисты,0.5299999999999999,0.52,0.041633319989322605
6,подсматривали,0.8166666666666668,0.8150000000000002,0.03681787005729078
6,подслушивали,0.8183333333333334,0.815,0.05871304984602857
6,убивали,0.6016666666666665,0.5799999999999996,0.059558561284018784
31,модель,0.39032258064516134,0.3700000000000001,0.08395405313921155
35,поведения,0.641142857142857,0.6500000000000004,0.09561145862504218
29,добровольчество,0.9272413793103449,0.9000000000000001,0.14635564976722681
24,неотъемлемой,0.7191666666666666,0.7150000000000001,0.12065504087641299
2,торжественном,0.6550000000000001,0.6550000000000001,0.03500000000000003
40,добровольцев,0.6994999999999999,0.7000000000000001,0.07706977358212488
7,упоминал,0.5742857142857144,0.51,0.16290726045883924
14,провел,0.3814285714285714,0.37,0.059982990786334456
6,причём,0.395,0.39,0.037305048809332324
11,поводов,0.44999999999999996,0.43999999999999995,0.047673129462279605
17,вопреки,0.5094117647058825,0.52,0.05925722475041429
5,заложенным,0.606,0.6200000000000001,0.05276362383309154
15,зоне,0.35533333333333333,0.3400000000000003,0.08139342042750687
20,конструктивные,0.716,0.7,0.07095068710026702
6,превентивные,0.6283333333333331,0.6099999999999999,0.07559026980299025
5,проистекать,0.6719999999999999,0.6399999999999999,0.07934733769950943
2,переизбрана,0.7149999999999999,0.7149999999999999,0.01499999999999968
15,некотором,0.5026666666666666,0.48,0.08528123409571937
4,размытом,0.505,0.515,0.04153311931459041
21,поле,0.34238095238095234,0.3600000000000003,0.07482708714443945
5,философии,0.6980000000000001,0.6800000000000002,0.031874754901018716
18,конструктивно,0.7866666666666666,0.7549999999999999,0.14670454056443588
40,глобальный,0.5519999999999999,0.54,0.07477298977572047
5,позаботьтесь,0.6979999999999998,0.6799999999999999,0.06400000000000006
5,называете,0.6920000000000001,0.7199999999999998,0.06615134163416504
5,переросла,0.5960000000000002,0.5800000000000001,0.15831613941730635
5,серьёзный,0.5260000000000001,0.54,0.040298883359219766
6,спи,0.3233333333333333,0.325,0.06944222218666553
15,наступает,0.5953333333333334,0.5600000000000005,0.10052307639984404
7,этапа,0.41857142857142854,0.39999999999999947,0.09583148474999097
51,поддержания,0.6745098039215685,0.6600000000000001,0.08878954463908718
59,фактически,0.7132203389830508,0.7000000000000001,0.1033742694596957
1,груза,0.43000000000000016,0.43000000000000016,0.0
48,тревогу,0.4995833333333333,0.4850000000000001,0.0891384301085801
22,разработка,0.5931818181818181,0.5800000000000001,0.05093546394805202
18,международно,0.681111111111111,0.6550000000000002,0.07950463919999251
9,правового,0.5744444444444444,0.54,0.11624792577467169
11,акта,0.3818181818181818,0.3899999999999997,0.07017098361964678
28,больших,0.4192857142857144,0.40500000000000025,0.061291375029943834
13,таня,0.3330769230769231,0.31000000000000005,0.05979254074710401
16,толку,0.484375,0.46499999999999997,0.10142538821715208
12,завершили,0.5741666666666666,0.5299999999999999,0.08528953954357797
4,выработку,0.6600000000000001,0.6350000000000002,0.10606601717798213
89,борьбы,0.3714606741573034,0.3500000000000001,0.07384390706606381
6,раковыми,0.49499999999999983,0.5,0.09142392101268318
55,заболеваниями,0.8456363636363635,0.8499999999999996,0.112148661668562
5,гане,0.4219999999999999,0.41000000000000014,0.09826494797230585
39,транспарентность,0.9576923076923077,0.9299999999999999,0.14265722839247677
13,вооружениях,0.7792307692307692,0.7600000000000002,0.1422057847174319
34,средство,0.48500000000000004,0.45999999999999974,0.07624457550618047
18,головы,0.4244444444444444,0.3849999999999998,0.0853894491415149
2,подушке,0.4700000000000001,0.4700000000000001,0.009999999999999898
7,рыжий,0.29714285714285715,0.28000000000000025,0.04651091598885639
12,котенок,0.5399999999999999,0.5249999999999999,0.061508806957486444
32,достигли,0.5225,0.52,0.06020797289396145
23,мнений,0.45913043478260873,0.45999999999999996,0.10240215026097763
15,хозяин,0.5139999999999999,0.5099999999999999,0.08890444308357145
2,прислуга,0.5999999999999999,0.5999999999999999,0.010000000000000009
2,оживились,0.6350000000000002,0.6350000000000002,0.05500000000000016
6,влиянием,0.5383333333333334,0.5400000000000001,0.08782874750836928
2,веселости,0.7549999999999999,0.7549999999999999,0.07500000000000018
37,тепло,0.3397297297297298,0.33000000000000007,0.049346348285523096
16,разрушает,0.6293749999999999,0.6349999999999998,0.07636006400599729
36,норм,0.30472222222222217,0.30999999999999983,0.06614319949553525
5,приличий,0.626,0.6099999999999999,0.09134549797335399
6,долгосрочный,0.7233333333333333,0.72,0.02134374745810956
9,изредка,0.49444444444444435,0.5199999999999999,0.06567785202725182
7,бормотал,0.5999999999999999,0.5899999999999999,0.0701019665507731
6,начинания,0.6633333333333332,0.6649999999999998,0.04642796092394702
26,азербайджан,0.7438461538461537,0.7350000000000001,0.07616161576526811
6,проводимый,0.5266666666666666,0.53,0.024267032964268322
12,условиями,0.6691666666666665,0.6699999999999998,0.11108992853639904
5,получения,0.6479999999999999,0.6099999999999999,0.12073110618229253
7,посещение,0.63,0.6499999999999999,0.09380831519646864
10,программах,0.6280000000000001,0.605,0.09537295214053107
3,детского,0.46333333333333354,0.4500000000000002,0.026246692913372557
5,кафедра,0.532,0.4900000000000001,0.09620810776644552
15,четвертой,0.5519999999999999,0.54,0.04721581655900203
1,сформулированные,1.0,1.0,0.0
32,достигнуты,0.6875,0.6849999999999997,0.09826622003516777
4,муниципалитеты,1.005,0.895,0.29073183520213275
12,предоставлять,0.67,0.6649999999999998,0.06429100507328636
2,развел,0.45999999999999985,0.45999999999999985,0.029999999999999916
36,виде,0.3072222222222223,0.30000000000000027,0.05742681870148165
2,угнетенной,0.6800000000000002,0.6800000000000002,0.10999999999999988
2,невинности,0.9650000000000003,0.9650000000000003,0.015000000000000124
2,тематический,0.76,0.76,0.07000000000000006
2,уклон,0.42999999999999994,0.42999999999999994,0.09999999999999987
25,твоей,0.3044,0.2799999999999998,0.06369175770851356
6,малолитражке,0.875,0.8450000000000001,0.07675719293112974
6,слабоват,0.54,0.5350000000000004,0.05477225575051646
9,жалеть,0.371111111111111,0.34999999999999987,0.0499876527964533
7,устремлений,0.7285714285714288,0.73,0.055659313539365894
6,минута,0.38166666666666665,0.37999999999999995,0.02967415635794147
20,молчания,0.719,0.7249999999999996,0.09038252043398652
9,посвященная,0.6833333333333332,0.6999999999999997,0.06912147117775899
10,молитве,0.587,0.5999999999999996,0.07029224708315979
8,размышлению,0.8037500000000002,0.75,0.12999399024570363
7,решится,0.5142857142857143,0.4999999999999999,0.10182016960688833
70,конечном,0.5134285714285712,0.5,0.07976547255702118
44,итоге,0.37954545454545463,0.3700000000000001,0.07332848093137125
29,решающую,0.673448275862069,0.6699999999999999,0.07813674406378492
3,утверждению,0.7699999999999997,0.7799999999999994,0.06976149845485463
4,рамочных,0.5875000000000001,0.5800000000000001,0.05402545696243619
49,разделяет,0.5855102040816327,0.5699999999999998,0.07719736763223284
2,заявленных,0.55,0.55,0.050000000000000044
8,неизменная,0.6074999999999999,0.605,0.06552671211040577
2,принципиальная,0.6349999999999999,0.6349999999999999,0.0050000000000000044
7,издавна,0.55,0.5400000000000005,0.15464244473716046
19,внешней,0.41368421052631577,0.39000000000000057,0.06783963492297118
7,получился,0.557142857142857,0.5599999999999999,0.060642815076546175
